"customer_id","city"
395,"Atlanta"
396,"Toledo"
397,"Brooklyn"
398,"Mobile"
399,"El Paso"
400,"Shawnee Mission"
401,"Mobile"
402,"Frankfort"
403,"Des Moines"
404,"Grand Rapids"
405,"Atlanta"
406,"New York City"
407,"Houston"
408,"Metairie"
409,"Fort Myers"
410,"Portland"
411,"Bakersfield"
412,"Pittsburgh"
413,"Washington"
414,"Saint Paul"
415,"Springfield"
416,"Saint Paul"
417,"Salt Lake City"
418,"El Paso"
419,"New Orleans"
420,"Dallas"
422,"Delray Beach"
423,"Columbia"
424,"Tallahassee"
425,"Cumming"
427,"Austin"
428,"Shreveport"
430,"Harrisburg"
431,"Abilene"
432,"Atlanta"
433,"Clearwater"
434,"Glendale"
435,"Saint Louis"
436,"Port Saint Lucie"
532,"Corpus Christi"
437,"Little Rock"
438,"Miami"
439,"Juneau"
441,"Chicago"
442,"Minneapolis"
443,"Fort Lauderdale"
444,"Chicago"
445,"Dallas"
446,"Knoxville"
447,"Ridgely"
448,"Greensboro"
449,"Roanoke"
450,"Largo"
451,"San Bernardino"
452,"Pensacola"
453,"Palmdale"
454,"Salt Lake City"
455,"Canton"
456,"New York City"
457,"Amarillo"
458,"Washington"
459,"Brooklyn"
460,"San Francisco"
462,"Duluth"
463,"Virginia Beach"
464,"Oakland"
465,"Waco"
466,"Boston"
467,"Dallas"
468,"Salt Lake City"
469,"Flint"
470,"Columbia"
471,"Santa Rosa"
472,"New York City"
473,"Saint Louis"
474,"Charlotte"
475,"Louisville"
476,"Albuquerque"
477,"Fort Lauderdale"
478,"Salt Lake City"
479,"Columbus"
480,"Largo"
481,"Englewood"
482,"Jersey City"
483,"Colorado Springs"
484,"San Francisco"
485,"Richmond"
486,"South Bend"
487,"San Bernardino"
488,"Raleigh"
489,"Lexington"
490,"Lawrenceville"
491,"Memphis"
492,"Birmingham"
493,"Seattle"
494,"Jeffersonville"
496,"New York City"
497,"Jacksonville"
498,"Charlotte"
499,"El Paso"
501,"Baton Rouge"
502,"Huntsville"
504,"Springfield"
505,"Erie"
506,"Los Angeles"
507,"Shawnee Mission"
508,"Gaithersburg"
510,"Gainesville"
512,"San Antonio"
513,"Washington"
514,"Portland"
515,"Huntington"
516,"Glendale"
517,"Jacksonville"
518,"Baton Rouge"
519,"Richmond"
521,"Dallas"
522,"Berkeley"
523,"Sioux Falls"
524,"Philadelphia"
526,"Dallas"
527,"Brooklyn"
528,"Frederick"
529,"San Francisco"
530,"San Antonio"
531,"Lexington"
533,"Washington"
534,"Richmond"
535,"San Jose"
536,"Naples"
538,"Charleston"
539,"Spokane"
540,"York"
541,"Decatur"
542,"Moreno Valley"
543,"Philadelphia"
544,"Saint Louis"
545,"Indianapolis"
546,"Portland"
548,"Dayton"
549,"Columbus"
550,"San Diego"
551,"Stamford"
552,"Columbus"
554,"Charleston"
555,"Oklahoma City"
557,"Topeka"
558,"Salt Lake City"
559,"Reno"
561,"Fort Pierce"
562,"Pensacola"
563,"Wilmington"
564,"Baton Rouge"
565,"Wichita"
566,"Annapolis"
567,"Sacramento"
568,"Washington"
569,"Saint Cloud"
570,"Memphis"
571,"Kansas City"
572,"Albany"
573,"Young America"
574,"Decatur"
575,"Fort Lauderdale"
576,"Fort Wayne"
577,"Long Beach"
578,"Lexington"
579,"Amarillo"
580,"Jackson"
581,"Norfolk"
582,"Fort Wayne"
583,"Lexington"
584,"Winston Salem"
585,"Charlotte"
586,"Sioux City"
587,"Cincinnati"
589,"Lansing"
590,"Glendale"
591,"Charlotte"
592,"Dallas"
593,"Tucson"
594,"Washington"
595,"Jackson"
596,"Lubbock"
597,"Norwalk"
598,"Santa Rosa"
599,"Washington"
600,"Atlanta"
601,"Rochester"
603,"Pensacola"
604,"Lynchburg"
605,"Colorado Springs"
606,"Nashville"
607,"Washington"
608,"Houston"
609,"El Paso"
610,"Washington"
612,"Sioux Falls"
613,"Tulsa"
614,"Topeka"
615,"Seattle"
617,"Washington"
618,"Brooklyn"
619,"Raleigh"
620,"Katy"
621,"Charlottesville"
622,"Kansas City"
623,"Arlington"
624,"Tulsa"
625,"Wichita"
626,"Pasadena"
627,"Orange"
628,"Louisville"
629,"Washington"
630,"Pittsburgh"
631,"Madison"
632,"Youngstown"
633,"San Jose"
634,"Dallas"
636,"San Jose"
637,"Gainesville"
638,"Colorado Springs"
639,"Seattle"
640,"Milwaukee"
641,"Tallahassee"
642,"Pasadena"
643,"Fayetteville"
645,"Carson City"
646,"Indianapolis"
647,"Clearwater"
648,"Waterloo"
649,"Henderson"
651,"Santa Barbara"
652,"Portland"
653,"Jacksonville"
654,"Boulder"
655,"Escondido"
656,"Cincinnati"
657,"Miami"
658,"Ann Arbor"
659,"Washington"
660,"Minneapolis"
661,"Flint"
663,"Arvada"
664,"Portland"
665,"Lincoln"
666,"Houston"
667,"Tulsa"
668,"Knoxville"
669,"Shreveport"
670,"Tucson"
671,"Johnson City"
672,"Long Beach"
674,"El Paso"
675,"Nashville"
676,"Tulsa"
677,"Portsmouth"
678,"Norwalk"
679,"Albany"
680,"Clearwater"
681,"San Rafael"
682,"Atlanta"
683,"Chicago"
685,"Montgomery"
687,"Elmira"
688,"Erie"
689,"Kansas City"
690,"Seattle"
691,"Little Rock"
692,"San Antonio"
693,"Tallahassee"
694,"Naperville"
695,"Reston"
697,"Watertown"
698,"Portland"
699,"Newport News"
700,"Detroit"
701,"Anaheim"
702,"Phoenix"
704,"San Francisco"
705,"Oakland"
706,"Newark"
708,"Reno"
710,"Johnstown"
711,"Fresno"
712,"Oklahoma City"
713,"New Orleans"
714,"Tucson"
715,"Philadelphia"
718,"Torrance"
719,"Toledo"
720,"Charleston"
722,"Louisville"
723,"Elizabeth"
724,"Prescott"
726,"Chesapeake"
727,"Roanoke"
728,"Denver"
729,"Springfield"
730,"Detroit"
731,"Birmingham"
732,"Oklahoma City"
733,"Louisville"
734,"Waterbury"
735,"Grand Rapids"
736,"Mesa"
737,"Naples"
740,"Toledo"
741,"Dallas"
742,"Houston"
743,"Buffalo"
744,"Harrisburg"
746,"Savannah"
747,"San Antonio"
748,"Tucson"
749,"Las Vegas"
750,"Akron"
751,"Port Washington"
752,"Chicago"
753,"Killeen"
754,"El Paso"
755,"Reston"
756,"Dallas"
758,"Greenville"
759,"Houston"
761,"Duluth"
763,"Santa Clara"
764,"Lincoln"
765,"New Orleans"
766,"Brea"
767,"Denver"
768,"Baltimore"
769,"Memphis"
770,"Lexington"
771,"New Orleans"
772,"Pittsburgh"
773,"Charlotte"
774,"Fayetteville"
775,"Greensboro"
776,"Omaha"
777,"Washington"
778,"Dayton"
779,"Albany"
781,"Macon"
782,"Reston"
783,"Brooklyn"
784,"Dallas"
785,"Newark"
786,"East Saint Louis"
787,"Pittsburgh"
788,"Roanoke"
789,"Memphis"
790,"Baton Rouge"
791,"Aurora"
792,"Philadelphia"
793,"Pueblo"
794,"Kansas City"
795,"Dayton"
796,"New Orleans"
797,"Saint Louis"
798,"Columbia"
799,"Largo"
800,"Sunnyvale"
801,"Dallas"
802,"Milwaukee"
803,"Cincinnati"
805,"Los Angeles"
806,"Austin"
807,"Orlando"
808,"Kansas City"
809,"Fort Myers"
810,"Dayton"
811,"Arlington"
812,"Chattanooga"
813,"Sacramento"
814,"Kansas City"
815,"San Diego"
816,"Gainesville"
817,"Reno"
819,"Houston"
820,"Raleigh"
821,"Houston"
822,"Las Vegas"
823,"Pittsburgh"
824,"Palo Alto"
825,"Knoxville"
826,"Atlanta"
827,"Ventura"
828,"Tucson"
829,"Oklahoma City"
830,"Saint Louis"
831,"San Jose"
832,"Fort Lauderdale"
833,"Portland"
834,"Huntington"
836,"Washington"
837,"Pensacola"
838,"Anaheim"
839,"Minneapolis"
840,"Jamaica"
841,"Los Angeles"
842,"Camden"
843,"Milwaukee"
844,"Lubbock"
845,"Sacramento"
846,"Flint"
848,"San Antonio"
850,"Grand Rapids"
852,"Chicago"
853,"Dallas"
854,"Florence"
855,"Tulsa"
856,"Indianapolis"
857,"Seminole"
858,"Las Vegas"
859,"Shawnee Mission"
860,"Oklahoma City"
861,"Anchorage"
863,"Richmond"
864,"Irvine"
865,"Staten Island"
866,"Louisville"
867,"Springfield"
868,"Chicago"
869,"Daytona Beach"
870,"Topeka"
871,"New Orleans"
872,"Bakersfield"
875,"Oakland"
876,"Detroit"
877,"West Palm Beach"
878,"Torrance"
879,"Rochester"
880,"Montgomery"
881,"Decatur"
882,"Pueblo"
883,"Wilmington"
884,"Berkeley"
886,"Oklahoma City"
887,"Des Moines"
888,"Pasadena"
889,"Beaumont"
890,"Hartford"
892,"Charlotte"
893,"Greenville"
894,"Fresno"
895,"Sacramento"
896,"Portland"
897,"Birmingham"
898,"Toledo"
899,"Toledo"
900,"Silver Spring"
901,"Melbourne"
902,"Orlando"
903,"North Hollywood"
904,"Los Angeles"
905,"Fort Lauderdale"
906,"Pasadena"
907,"Winston Salem"
908,"Baltimore"
909,"Denver"
910,"Miami"
911,"Corona"
912,"Anchorage"
913,"Toledo"
914,"Kansas City"
915,"Tallahassee"
916,"Tyler"
917,"Albany"
918,"Jamaica"
919,"Evansville"
920,"Norfolk"
921,"Crawfordsville"
923,"Lees Summit"
924,"Columbus"
925,"Yakima"
926,"Richmond"
927,"Akron"
928,"Virginia Beach"
929,"El Paso"
930,"Los Angeles"
931,"Port Charlotte"
932,"Green Bay"
933,"Houston"
934,"Santa Ana"
935,"Pensacola"
936,"Jacksonville"
937,"Los Angeles"
938,"Shreveport"
939,"Indianapolis"
940,"Whittier"
941,"Chicago"
942,"Pensacola"
943,"Minneapolis"
944,"Washington"
945,"Wichita"
946,"New Orleans"
947,"Hyattsville"
948,"Corpus Christi"
949,"Maple Plain"
950,"Palatine"
951,"Jersey City"
952,"Saint Louis"
953,"San Jose"
954,"Evansville"
955,"Raleigh"
1297,"Saint Louis"
956,"Austin"
957,"Scottsdale"
959,"Gastonia"
960,"Dearborn"
961,"Miami"
962,"Cleveland"
964,"Tulsa"
965,"Newton"
966,"Huntington"
967,"Olympia"
968,"Trenton"
969,"Fort Wayne"
971,"Murfreesboro"
972,"Arlington"
973,"Brooklyn"
974,"Sacramento"
975,"Omaha"
976,"Tampa"
977,"West Palm Beach"
978,"Topeka"
979,"Young America"
980,"Charlotte"
981,"Maple Plain"
982,"San Antonio"
983,"Miami"
984,"Long Beach"
985,"Atlanta"
986,"Pensacola"
987,"Troy"
988,"Spokane"
989,"Detroit"
990,"Kansas City"
991,"Boise"
992,"Sioux Falls"
993,"Birmingham"
994,"Columbia"
995,"Young America"
996,"Tucson"
997,"Detroit"
998,"Buffalo"
999,"Brooklyn"
1000,"Minneapolis"
1002,"Albany"
1003,"Orlando"
1004,"Memphis"
1005,"Houston"
1006,"Pasadena"
1008,"Milwaukee"
1009,"Charleston"
1010,"Maple Plain"
1011,"Seattle"
1012,"Tampa"
1013,"Davenport"
1014,"Baltimore"
1016,"Boca Raton"
1017,"Stockton"
1018,"Lynn"
1019,"Chula Vista"
1020,"Springfield"
1021,"El Paso"
1023,"Washington"
1024,"Chicago"
1025,"Tucson"
1026,"Detroit"
1027,"Marietta"
1028,"New York City"
1029,"Washington"
1030,"San Jose"
1031,"Denver"
1032,"Bradenton"
1033,"West Palm Beach"
1034,"Young America"
1035,"Alexandria"
1036,"Pompano Beach"
1037,"New York City"
1038,"Abilene"
1039,"Newark"
1040,"Washington"
1041,"Colorado Springs"
1042,"Richmond"
1043,"San Jose"
1044,"Spring"
1045,"Akron"
1046,"Washington"
1047,"Florence"
1048,"Kansas City"
1049,"Los Angeles"
1050,"Boise"
1052,"Des Moines"
1053,"Fairbanks"
1054,"Sterling"
1055,"Rockford"
1056,"Jacksonville"
1057,"Roanoke"
1058,"Columbia"
1059,"Omaha"
1060,"Ocala"
1061,"Charleston"
1062,"Sacramento"
1063,"New York City"
1064,"Idaho Falls"
1065,"Phoenix"
1067,"Newport News"
1068,"Savannah"
1069,"Roanoke"
1070,"Sarasota"
1071,"Sandy"
1072,"Washington"
1073,"Austin"
1074,"New Haven"
1075,"Providence"
1076,"Fort Wayne"
1077,"Jamaica"
1078,"New Orleans"
1080,"Arlington"
1081,"Manchester"
1082,"Fort Wayne"
1083,"Cedar Rapids"
1084,"Des Moines"
1086,"Columbus"
1087,"Kingsport"
1088,"Atlanta"
1089,"Lincoln"
1090,"Chicago"
1091,"Dallas"
1092,"Everett"
1093,"Peoria"
1094,"Mesa"
1095,"Palatine"
1096,"Dayton"
1098,"Cleveland"
1099,"Roanoke"
1100,"Shreveport"
1101,"Virginia Beach"
1102,"Atlanta"
1103,"Phoenix"
1104,"Tacoma"
1106,"Orlando"
1107,"Chicago"
1108,"Harrisburg"
1109,"Clearwater"
1110,"Garland"
1112,"Dallas"
1113,"Saint Louis"
1115,"Orlando"
1116,"Tampa"
1117,"Philadelphia"
1118,"Los Angeles"
1120,"Los Angeles"
1122,"Atlanta"
1123,"Washington"
1124,"Boston"
1125,"Tallahassee"
1127,"Orange"
1128,"Fort Pierce"
1129,"Orlando"
1130,"Cincinnati"
1131,"Cape Coral"
1132,"Salt Lake City"
1133,"Louisville"
1134,"Orange"
1135,"Boca Raton"
1136,"El Paso"
1137,"Miami"
1138,"Alexandria"
1139,"Lakewood"
1140,"Reno"
1141,"Raleigh"
1142,"Garland"
1143,"Syracuse"
1144,"Huntington"
1145,"Raleigh"
1146,"Houston"
1147,"Shreveport"
1148,"Chattanooga"
1150,"Bakersfield"
1151,"Columbia"
1152,"Detroit"
1153,"Saint Paul"
1154,"Evanston"
1155,"Irvine"
1156,"San Rafael"
1157,"Durham"
1158,"Washington"
1160,"Baltimore"
1161,"Stamford"
1163,"Plano"
1164,"San Francisco"
1165,"Oklahoma City"
1167,"Shawnee Mission"
1168,"Washington"
1169,"Helena"
1170,"Bellevue"
1171,"Louisville"
1172,"South Lake Tahoe"
1173,"Sunnyvale"
1174,"El Paso"
1175,"Chattanooga"
1176,"Carlsbad"
1177,"Brooklyn"
1179,"Mountain View"
1181,"Dayton"
1183,"Inglewood"
1184,"San Jose"
1185,"Washington"
1187,"San Antonio"
1188,"Washington"
1189,"Dallas"
1190,"Atlanta"
1191,"Santa Barbara"
1192,"Pasadena"
1193,"Boca Raton"
1195,"San Francisco"
1197,"Houston"
1198,"Washington"
1199,"Silver Spring"
1200,"Louisville"
1201,"Houston"
1202,"Wichita"
1203,"Indianapolis"
1204,"Santa Barbara"
1205,"London"
1207,"Albuquerque"
1208,"Duluth"
1209,"Bellevue"
1210,"Anaheim"
1211,"New York City"
1213,"Washington"
1214,"New Orleans"
1215,"Minneapolis"
1216,"Eugene"
1217,"Beaverton"
1218,"Spokane"
1219,"Washington"
1221,"Albuquerque"
1222,"Columbus"
1223,"Richmond"
1224,"Syracuse"
1225,"Birmingham"
1229,"Paterson"
1230,"Madison"
1231,"Orlando"
1233,"Los Angeles"
1234,"Cape Coral"
1235,"San Jose"
1236,"Milwaukee"
1237,"Springfield"
1238,"Columbia"
1239,"Saint Louis"
1240,"Washington"
1241,"Washington"
1242,"Topeka"
1243,"Danbury"
1244,"Seattle"
1245,"Omaha"
1246,"Miami"
1247,"Atlanta"
1248,"Saginaw"
1249,"Gainesville"
1250,"Saint Cloud"
1251,"Hampton"
1252,"Austin"
1253,"Houston"
1254,"Washington"
1255,"Portland"
1256,"Gainesville"
1257,"Atlanta"
1258,"Corpus Christi"
1259,"Houston"
1260,"Jackson"
1261,"Arlington"
1262,"New York City"
1263,"Savannah"
1264,"Shreveport"
1265,"Los Angeles"
1266,"Portland"
1267,"Oakland"
1268,"Dayton"
1269,"Van Nuys"
1270,"Milwaukee"
1271,"Lubbock"
1272,"Mobile"
1273,"Saint Joseph"
1274,"Charlotte"
1275,"San Jose"
1276,"Springfield"
1277,"El Paso"
1278,"Detroit"
1279,"Houston"
1280,"Newark"
1281,"San Diego"
1282,"New Brunswick"
1284,"New Orleans"
1285,"Dallas"
1286,"Boulder"
1287,"Savannah"
1288,"Lansing"
1289,"Trenton"
1290,"Fort Wayne"
1291,"Greensboro"
1292,"Houston"
1296,"Charlotte"
1298,"Greenville"
1299,"Newark"
1300,"Indianapolis"
1301,"Miami"
1302,"Bryan"
1303,"Cincinnati"
1304,"Chattanooga"
1306,"Prescott"
1307,"Macon"
1308,"Largo"
1309,"Fairfax"
1310,"Muskegon"
1312,"Atlanta"
1313,"Orlando"
1314,"Fort Lauderdale"
1315,"Texarkana"
1318,"Fort Lauderdale"
1319,"Pompano Beach"
1320,"Naples"
1321,"Rochester"
1322,"Jacksonville"
1323,"Columbus"
1324,"Shreveport"
1325,"Port Charlotte"
1326,"Minneapolis"
1328,"Lexington"
1329,"Richmond"
1330,"Grand Rapids"
1331,"Bakersfield"
1332,"Chicago"
1333,"New York City"
1334,"Houston"
1335,"Melbourne"
1336,"New Orleans"
1337,"Denver"
1338,"Columbus"
1339,"Tulsa"
1340,"Van Nuys"
1341,"Fort Smith"
1342,"Atlanta"
1343,"Daytona Beach"
1344,"Rochester"
1345,"Cincinnati"
1346,"Saint Paul"
1347,"Glendale"
1348,"Philadelphia"
1349,"San Diego"
1350,"Minneapolis"
1351,"Little Rock"
1352,"Salt Lake City"
1353,"Fort Wayne"
1355,"Brooklyn"
1356,"Oklahoma City"
1357,"Tacoma"
1358,"Springfield"
1359,"Shreveport"
1360,"San Jose"
1361,"Syracuse"
1362,"San Jose"
1363,"Kansas City"
1364,"Indianapolis"
1365,"New Orleans"
1366,"San Francisco"
1367,"Chicago"
1368,"Atlanta"
1369,"Honolulu"
1371,"Santa Barbara"
1372,"Cincinnati"
1373,"Dulles"
1374,"San Diego"
1375,"Tacoma"
1376,"Sacramento"
1377,"Young America"
1378,"Washington"
1379,"Birmingham"
1380,"Chicago"
1381,"Saginaw"
1577,"Evansville"
1382,"Irvine"
1383,"Saint Paul"
1384,"Chicago"
1385,"Chicago"
1386,"Huntington"
1387,"Pensacola"
1388,"San Jose"
1389,"Corona"
1390,"Birmingham"
1391,"Austin"
1392,"San Bernardino"
1393,"Denver"
1394,"Albuquerque"
1395,"Clearwater"
1396,"Lima"
1397,"Fort Worth"
1398,"Cincinnati"
1399,"Memphis"
1400,"Oxnard"
1401,"Dayton"
1402,"Yonkers"
1403,"New York City"
1405,"Tampa"
1406,"Washington"
1410,"Fairbanks"
1411,"Saint Cloud"
1412,"Los Angeles"
1413,"San Francisco"
1414,"Sacramento"
1415,"Columbus"
1416,"Denver"
1417,"San Francisco"
1418,"Valdosta"
1419,"Anderson"
1420,"Fresno"
1421,"Santa Ana"
1422,"Columbus"
1423,"Kansas City"
1424,"Little Rock"
1425,"Charleston"
1426,"Fort Worth"
1427,"Mc Keesport"
1428,"Idaho Falls"
1429,"San Jose"
1430,"Springfield"
1431,"El Paso"
1432,"Oklahoma City"
1433,"Gadsden"
1434,"Saint Paul"
1435,"Reading"
1436,"Sioux City"
1437,"Seattle"
1438,"Oklahoma City"
1439,"Reston"
1440,"Boulder"
1442,"Washington"
1443,"North Little Rock"
1444,"Houston"
1445,"San Francisco"
1446,"Charlotte"
1448,"Irvine"
1449,"Nashville"
1450,"Washington"
1451,"Saint Paul"
1453,"Sacramento"
1454,"Portland"
1455,"San Diego"
1456,"Springfield"
1457,"Spokane"
1458,"Flushing"
1459,"Dallas"
1460,"Oakland"
1461,"Baton Rouge"
1462,"Saint Cloud"
1463,"Gulfport"
1464,"Bellevue"
1465,"Bradenton"
1466,"Huntington"
1467,"Columbia"
1468,"Detroit"
1469,"Indianapolis"
1470,"Oklahoma City"
1471,"Shreveport"
1472,"Baton Rouge"
1473,"Orange"
1474,"Provo"
1475,"San Antonio"
1476,"Newport Beach"
1477,"Houston"
1478,"Fort Lauderdale"
1480,"Savannah"
1481,"Minneapolis"
1484,"Lansing"
1485,"Lake Worth"
1486,"Tulsa"
1487,"Lexington"
1488,"Kent"
1489,"Cincinnati"
1490,"Van Nuys"
1491,"Hagerstown"
1492,"Erie"
1493,"Oklahoma City"
1495,"Anniston"
1496,"Lima"
1497,"Fort Worth"
1498,"Greensboro"
1499,"Buffalo"
1500,"San Diego"
1501,"Corona"
1502,"Indianapolis"
1503,"Fort Lauderdale"
1504,"Brooklyn"
1505,"Trenton"
1506,"Lynchburg"
1507,"Memphis"
1508,"Schenectady"
1509,"Detroit"
1510,"Fresno"
1511,"Albuquerque"
1512,"Lexington"
1513,"Torrance"
1514,"Kansas City"
1515,"Arlington"
1517,"Washington"
1518,"Buffalo"
1519,"Saint Paul"
1520,"Cleveland"
1521,"Houston"
1522,"Beaufort"
1523,"Philadelphia"
1524,"Kansas City"
1526,"Waco"
1527,"Minneapolis"
1528,"San Antonio"
1529,"Huntington"
1530,"Berkeley"
1532,"San Bernardino"
1533,"Alhambra"
